DR,NARRATIVE,CRIMETYPE
111609243,UNK SUSPS ENTERED VICT UNLOCKED FRONT DOOR AND REMOVED VICTS CELLPHONE FROM LOC,BURG
131100507,S HIT AND KICKED V   THEN TOOK VS MONEY OUT OF HIS POCKET WITHOUT VS   PERMISSION,Robbery
110507616,UNK SUSP ENTERED UNLOCKED DETACHED GARAGE & REMOVED VICTS PROP REMOVED AMP,THEFT
111018016, UNK SUSSP USED UNK OBJECT TO SMASH WINDOW OF VICTS VEH  SUSPS STOLE   PROP FROM INSIDE VEHICLE,BTFV
130311534,UNK SUSP USED UNK METHOD TO ENTER VICTS VEH UNK SUSP THEN RMV VICTS PR OP AND FLED IN UNK DIR,BTFV
110604632,UNK S TOOK V PROP FROM CENTER CONSOLE OF HIS VEH UNK S THEN FLED IN UNKDIR,BTFV
110501864,UNK SUSP STABBED VICT IN THE ARM & RIBCAGE,Aggravated Assault  
101812048,UNK SUSP APPR VICT AND GOT INTO A VERBAL ALTERCATION VICT THEN         PULLED OUT A GUN AND FIRED AT VICT VICT WAS GRAZED ONCE IN RIGHT SHOULDER,Aggravated Assault  
121511235,SS ENTERED SECURED PKG STRUCTURE AS RESIDENT EXITED ATT TO DISTRACT OR ACT AS LOOKOUT SOLICITING LIGHT FROMWITS THEN ATT BFMVBKG 3150110 115 & 120,BTFV
101714210,FOR GANG CODING PURPOSE ONLY,Grand Theft Auto 
101425794,VICT PARKED HER VEH AT THE GAS STATION FACING EB DIRECTION SUSP        LOCKED AT THE PUMP AND THEN GOT INTON THE VICTS VEH SUSP LOOKED FOR CAR KEYS,Grand Theft Auto 
111009948,S GAINED ENTRY AND RANSACKED RESID WHILE V ASLEEP SUS CONFRONTED BY    VIC AND FLED ON BIKE,BURG
121410499,UNK SUSPS USD UNK MEANS TO ATTEMPT TOPRY OPEN VICTS FRONT DOOR SUSPS WERE UNSUCCESSFUL THEN FLED EB ON ALLIN ST,BURG
101111186,VICT PKD HIS VEH AND WENT TO GYM RETURNED AND NOTICED HIS PASS WINDOW  WAS SHATTERED AND PROPERTY MISSING,BTFV
140801036,UNK SUSP SMASHED FRONT WINDOW W UNK HARD OBJECT SUSP ENTERED RES THRU WINDOW AND RANSACKED RES SUSP REMOVED VICTS PROP AND FLED VIA FRONT DOOR W PROP,BURG
121019092,S GAINED ENTRY TO VEH BY UNK MEANS AND REMOVED PROP S MOVED VEH,Grand Theft Auto 
111318853,SUSPS HIT VICT ON HEAD WITH UNK OBJ SUSPS KICKED VICT AND REMOVED VICTSPROPERTY,Robbery
141809773,S ENT LOC SELECTED ITEMS PLACED IN BASKET AND EXITED LOC WITHOUT PAYINGFOR ITEMS,THEFT
130115055,SUSP CUT CABLE LOCK OFF VICTS BIKE AND FLED WITH VICTS PROP IN UNK DIR,THEFT
90621872,UNK S SMASHED V VEH PASS SIDE WINDOWS WITH UNK HRD OBJ POSS RCHD INSIDEUNLOCKED DOOR TO ENTER VEH S UNSUCCESFULLY ATTEMPT TO REMOVE V PROP,BTFV
91425143,UNK SUSPS SMASHED VICTS VEHICLE WINDOW AND TOOK VICTS PROPERTY SUSP FLED WITH VICTS PROPERTY IN AN UNKNOWN DIRECTION,BTFV
120713495,S GOT INTO ARGUMENT OVER BUS PASS RANSACKED APT AND LUNGED AT V WITH KNIFE S FLED IN AN UNK DIRECTION,Aggravated Assault  
130510847,SUSP ENTERED LOC REMOVED ITEMS EXITED STORE PASSING SEVERAL OPEN CASH REGISTERS,THEFT
120505568,UNK SUSPS ON SKATEBOARDS APPRD VICT & S1 DEMANDED VICT GIVE HIME EVERYTHING S2 HAD HIS LEFT HAND IN POCKET HOLDING A GUN VICT RAN,Robbery
131521818,UNK SUSP USED HARD OBJ TO SMASH SIDE WINDOW OF VICTS VEH SUSP THEN REMOVED VICTS PROP AND FLED TO UNK LOC,BTFV
111431178,SUSPS GAINED ACCESS TO THE VICTS VEHICLE BY UNK MAND AND REM HER PROP  SUSPS THEN FLED IN AN UNK LOCATION,BTFV
121917444,UNK S ONE WALKS UP BEHIND V PUTS ARM AROUND HER NECK AND PULLS JEW    OFF HER NECK S ONE THENRUNS TO A GRN VAN THAT WAS PARKD AND GETS IN S TWO DRIVE,Robbery
112023650,UNK SUSP APPROACHED VICT FROM BEHIND GRABBED AND THREW VICT TO THE FLOOR SUSP THEN GRABBED VICTS PURSE AND FLED LOC,Robbery
92105614,SUSPS WALKED PAST V ON SIDEWALK S1 WHISPERED TO S2 BOTH SUSPS CHARGED  AT V KNOCKING HIM TO GROUND S RMVD VICTS PROP AND FLED ON FOOT,Robbery
92009617,S STRUCK V ON THE FACE AND BODY THREE TIMES WITH CLINCHED HANDS  S THENPICKED UP A STROLLER AND TRIED STRIKING THE V ON THE HEAD  V BLOCKED THE STRIKE,Aggravated Assault  
121424885,UNK S REACHED INSIDE OPEN WNDW UNLCKD ENT V VEH AND ACTIVATED VEH ALRM S THEN DISCONNECTED BATTERY TO STOP ALRM REENTERED VEH DISASSEMBLED WIRES,Grand Theft Auto 
111227788,SUSPS CUT HOLE IN SECURITY DOOR REACHED IN AND UNLOCKED DOOR ENTERED   RESID REMOVED ITEMS AND FLED VIA BACK DOOR,BURG
121517591,UNK SUSP CLIMBED INTO BACK OF VICTS PICKUP TRUCK AND UNHOOKED VICTS   PROP FROM VICTS VEH SUSP FLED LOC. COPPER WIRE COPPER RACK,BTFV
130109030,UNK SUSP ENTERD VICTS BUSINESS BY CUTTING STEEL LATCH OFF REAR DOOR S  TOOK IPOD FROM TABLE AND CUT LATCHES OF SAFE SUSP USED CROWBAR TO BREAK SAFE,BURG
131422377,SUSP POINTED HANDGUN AT VICT UPON ANSWERING HIS DOOR SUSP HELD HANDGUN IN PLACE FOR 2 MINUTES BEFORE LOWERING IT,Aggravated Assault  
110405327,UNK SUSP REMOVED THE BELOW LISTED ITEMS FROM THE VICT UNLOCKED VEH VICTDID NOT GIVE ANYONE PERMISSION TO TAKE ANY OF HER PROP,BTFV
91126555,UNK S OPENED VICTS VEH AND BROKE STEERING COLUMN UNABLE TO START VEH,Grand Theft Auto 
90711364,UNK S PRIED OPN WIN S ENTRD V HOUSE AND FLED WHEN ALRM SOUNDED S DID NTRMV PROP,BURG
100100572,SUSP AND VICT BEC INVOLVED IN HEATED ARGUMENT  SUSP TOOK VICTS PROP WALKING CANE AND STRUCK VICT OVER THE HEAD TWICE,Aggravated Assault  
101121410,UNK S BROKE INTO V VEH STOLE VEH  WHEN VEH WAS RECOVERED PROP WAS MISSING,Grand Theft Auto 
131710968,UNK SUSP FORCED ENTRY INTO REAR DOOR OF LOC BY RAMMING AND PRYING EXTERIOR  ONCE INSIDE LOC SUSP FORCED ENTRY INTO MANAGER OFFICE  SUSP FLED NB BALBOA,BURG
101723162,S ENTERED STORE  SELECTED MDSE AND LEFT STORE WITHOUT ATTEMPTING TO    PAY FOR MDSE,THEFT
130711663,UNK S SMASHED WINDOW OF V VEHICLE REMOVED V PROPERTY THEN FLED IN UNK DIRECTION,BTFV
131817570, UNK S CUT THE SCREEN TO THE PLANT MAMAGERS OFFICE AND ATT TO GAIN     ENTRU BY BREAKING THE WINDOW WITH AN UNK OBJ,BURG
90718850,SUSP APPROACHED VICT FROM BEHIND SUSP PULLED HANDGUN AND POINTED IT AT VICT VICT FELL ON THE GROUND SUSP TOOK VICTS PROPERTY AND FLED,Robbery
110814125,SUSP ENTERED STORE TOOK PROPERTY THEN LT STORE WITHOUTPAYING FOR ITEMS0,THEFT
140407366,SUSP ENTERED STORE WALKED BEHIND COUNTER POINTED GUNAT V2 AND SHOT AT HER 3X V2 WAS STRUCK ONCE IN RT FOOT SUSP TOOK CASH REGISTER CONTAINING UNK AMOU,Robbery
111428049,SUSP FORCED PURSE FROM VIC HANDS SUSP TOOK KEYS TO VEH AND FLED UNK DIRECTION IN VIC VEH,Grand Theft Auto 
141216116,VICT WAS AT THE BUS STOP SUSP ATTEMPTED TO TAKE AWAY VICTS PURSE VICT  AND SUSP STRUGGLED OVER IT VICTS PHONE FELL OUT SUSP PICKED UP V PROP AND FLED,Robbery
90917141,TELEPHONIC REPORT UNK PERSONS KICKED IN VICTS FRONT DOOR AND TOOK VICTSPROP THERE WAS NO WITNESS NO EVIDENCE WAS OBTAINED,BURG
101521354,UNK S PUNCHED DOORLOCK TOOK SEVERAL ITEMS,BTFV
90813169,VICTIM DISCOVERED THAT HIS CAR KEYS WERE MISSING FROM HIS WIFES        RECOVERED VEHICLE,Grand Theft Auto 
141707896,S ENTERED V RESIDENCE VIA UNLOCKED REAR DOOR  S RANSACKED LOC AND STOLEV PROPERTY THEN FLED LOC,BURG
111610385,UNK SUSPS USED UNK TOOL TO BREAK KEYHOLE IN VICTS VEHICLE. SUSPS ATT TOSTEAL VICTS VEHICLE AND BROKE IGNITION SWITCH.,Grand Theft Auto 
91419697,UNK SUSP CLIMBED WALL TO 2ND STORY BALCONY SUSP SLED OPEN UNLOCKED GLASS DOOR TO GAIN ACCESS  S WERE SCARED OFF DUE TO V RETRN AND FLED WO V PROP,BURG
120414438,SUSP POINTED HANDGUN AT VICT AND FLED LOC IN UNK DIRECTION,Aggravated Assault  
91519578,UNK SUSPS PRIED OPEN VICT SIDE DOOR WINDOW ENTERED AND RANSACKED LOC REMOVED PROP THEN FLED LOC IN AN UNK DIR,BURG
92123573,UNK SUSPS FORCED ENTRY INTO V VEH RMVD PRP AND FLED IN UNK DIR,BTFV
91235089,UNK S FORCED REAR WINDOW OPEN TO GAIN ENTRY S ENTERED REMOVED PROPERTY S FLED THRU BACK DOOR IN UNK DIRECTION,BURG
92123770,UNK SUSP PRIED OPEN SIDE WINDOW  RANSACKED RES AND FLED WITH VICTS PROPTO UNK LOC,BURG
131111903,UNK SUSP USED UNK HARD OBJ TO PRY OPEN VICTS LOCKED AND SECURED FRT    DOOR  ENTERED RES  REMOVED PROP AND FLED TO UNK LOC,BURG
130317806,UNK SUSP ENTERED VICTS LOCKED AND SEC RES BY PRYING THE OURTER KITCHEN DOOR LOCK PANEL WITH AN UNK TOOL SUSP TOOK VICT CURR AND FLED THE LOC IN UNK DR,BURG
90707611,SUSPS GRABBED A GLASS BOTTLE AND HIT VICT OVER THE RIGHT EYE SUSP FLED RETURNED AND HIT VICT OVER RIGHT HAND,Aggravated Assault  
120508527, UNK SUSP TOOK VICTI TRACKTER TRAILED WITH CARGO CONTAINER AND FLED LOCATION... CONTAINER CONTAINED NIKE CLOTHES,Grand Theft Auto 
130120083,UNK SUSP LEFT DOOR OPEN WITH PAPER ON DOOR SUSP HOLD DOOR OPEN SUSPS2TO5 SUSP FLED ON FOOT,BURG
131914862,UNK SUSP EXITED HIS VEH PULLED OUT A SILVER HANDGUN FROM WAISTBAND AND BEGAN FIRING AT UNK VICTS VEH FLEEING IN UNK DIRECTION,Aggravated Assault  
111423490,UNKS USED AN UNK TOOL TO UNLOCK THE V DOOR OF THE BUSINESS AND ENTERED,BURG
141206553,THREE SUSPECTS APPROCHED V S1 WAS ARMED WITH BLU STEEL FIREARM S1 PUT THE FIREARM ON V RIBS ALL THREE SUSPS REMOVED PROPERTY FROM V POCKETS S FLED SB,Robbery
131719119,S SMASHED V VEH WINDOW  S ENTERED AND REMOVED V PROPERTY THEN FLED LOC,BTFV
120213860,VICT WAS ON BUS WHEN SUSP WALKED UP TO VICT FROM BEHIND  SUSP PLACED   GARAGE KNIFE TO VICTS NECK  SUSP DEMANDED PROPERTY AND SUSP FLED FROM BUS,Robbery
91017219,UNK SUSPS USED UNK TOOLS TO UNLOCK VICTS VEH UNK SUSPS THEN REMOVED ITEMS FRM VICTS VEH AND FLED IN AN UNK DIR WITH VICTS PROP,BTFV
121409254,ON 020112 VIC OBSERVED HIS CURRENCY INSIDE HIS DRAWER ON 030712 APPROX 0830HRS HE DISCOVERED IT MISSING WIT 1 AND 2 ONLY HAVE ACCESS TO PROP,THEFT
130316989,SUSPS APPROACHED V1 ASKEING ABOUT HIS VEH S1 STATED IF HE COULDNT DRIVEHIS CAR V1 ATTEMPTED TO LEAVE BUT S1 DID NOT LET HIM OUT HIS DOOR S1 STOOD,Grand Theft Auto 
110326672,SUSP SWUNG CHAIN AT VICT NARROWLY MISSING VICTS HEAD SUSP SWUNG CHAIN REPEATEDLY AND STRUCK VICTS BACK CAUSING INJURY,Aggravated Assault  
131219316,SUSPS ENTERED VICS RESIDENCE AND SHOWED VIC A GUN AND ATTEMPTED TO TAKEVICS PROP SUSPS FLED LOC IN UNK DIRECTION IN VEH,Robbery
110819786,SUSPS WALKED UP TO V ON SIDEWALK S1 GRABBED V S2 SEARCHED V PKT SUSP   ASKED WHERE MONEY WAS V STATED NO MONEY DUE TO SABBATH SUSPS FLED,Robbery
111517840,SUSP POINTED GUN TO VICTS HEAD WHILE LOOKING FOR TARGETED VICT SUSP    FLED UNK DIR,Aggravated Assault  
121226639,SUSPS APPROACHED V WB 84TH FROM V DIRECT FRONT S1 GRABBED V NECKLACE FORCIBLY REMOVED IT ALL S FLED EB 84TH,Robbery
92118509,RP LEFT CHAIR OUTSIDE UPON RETURN CHAIR WAS MISSING,THEFT
100110277,UNK SUSP OPENED AND ENTERED VICTS VEH THRU SLIGHTLY OPEN WINDOW WITH   UNK TOOL SUSP THEN REMOVED PROP AND FLED IN UNK LOC,BTFV
101710092,V STATED VEH WAS STOLEN AND RECOVERED  PROPERTY IN VEH WAS TAKEN DURINGGrand Theft Auto ,Grand Theft Auto 
122004971,SUBJECT ENTERED V TAXI  S1 PRODUCE A BB GUN FROM HIS BACKPACK POINTED GUN AT V AND DEMANDED V PROPERTY,Robbery
120219416,S ENTERED V PLACE OF EMPLOYMENT AND REMOVED V PROPERTY WITHOUT PERMISSION  S FLED LOCATION WITH V PROPERTY TO UNK LOCATION,THEFT
141206317,S AND V R DATING S AND V ARGUED S BACKED UP HIS VEH AND STRUCK V CAUSING V TO FALL TO GROUND INTENTIONAL ACT,Aggravated Assault  
90819948,VICT PARKED AND SECURED VEH PUBLIC ST UNK SUSPS USED UNK OBJ TO SMASH VEH WIN UNK SUSPS ENTERED VEH AND RMVD PROP UNK SUSPS FLED UNK DIR,BTFV
100615757,UNK S PRIED OPEN LOCK OF V APT DOOR S ENTERED AND REMOVED PROP FROM INSIDE THE APT S FLED THE LOC WITH V PROP,BURG
101908839,VICT WAS AT WALMART SHOPPING AND PLACED HER PURSE ON SHOPPING CART VICTVICT BRIEFLY LEFT CART UNATTENDED UNK SUSP RMVD VICTS WALLET FROM HER PURSE,THEFT
130808203,UNK SUSP REMVD HEADLIGHTS AND SIDE MIRRORS FROM '11 BMW,BTFV
100304520,S1 S2 HID BEHIND PARKED VEH S1 S2 RAN UP TO V FROM BEHIND S1 GRABBED V FROM BEHIND S2 POINTED BLK H/G AT V S1 REMOVED V PROP FROM POCKETS SUSPS FLED,Robbery
121122406,UNK SS USED POSS PASS KEY 2 ENT VEH TAKE PROP N FLEE UNK DIR,BTFV
130513607,S1 RENTED A RM AT LOC AND SUSPS TOOK VICTS PROP FROM LOC AND LEFT LOC IN S2S VEH,THEFT
121904470,SUSPECT CLIMBED FENCE FORCED ENTRY TO LOC WITH RESIDENT INSIDE REMOVED SEVERAL ITEMS AND LEFT LOCATION S IS A PACA FLATS GANG MEMBER,Robbery
120317500,UNK SUSP SMASHED VICTS WINDOW TO HER VEHICLE AND TOOK HER PERSONAL BELONGINGS,BTFV
111107334,SUSP USD VICS ATM CARD 2 WITHDRAW FUNDS FM VICS BANK ACCT WITHOUT VICS PERMISSION,THEFT
101426145,UNK SUSPS SMASHED WINDOW REMOVED PROPERTY AND FLED TO UNKNOWN LOCATION,BTFV
130120612,UNK SUSP GAINED ENTRY INTO PKG STRUCTURE SUSP ENTERED VICTS VEH THRU   UNLOCKED DOOR SUSP THEN REMOVED VICTS PROP NO SUSP SEEN,BTFV
131108203,S1 LURED V 2 MOTEL ROOM V WAS THREATEN 2 BE SHOT IF DID NOT GIVE THEM HIS PROP,Robbery
100609440,UNK S PRIED OPEN VEH TRUNK AND ENTERED V VEH UNK S THEN TOOK V PROP ANDFLED IN UNK DIR,BTFV
91621853,SUSP ATTEMPTED TO STAB VICT ONE AND ALSO VICT TWO,Aggravated Assault  
91306396,MO S ENT V VEH RMVD PROP THEN FLED LOC,BTFV
141800548,S APPRD V AND FORCED V TO OPEN RES S ENT LOC RANSACKED LOC AND REMOVED PROP S HANDCUFFED V AND FLED LOC. 2 ARREST 011714 BOTH ARE ATHENS PARK G/M,Robbery
130817149,SUSP ENTERED STORE PLACED MERCHANDISE INSIDE SHOPPING BAG PASSED SEVERAL MANNED AND OPEN REGISTER AND EXITED STORE WITH CONCEALED MERCHANDISE,THEFT
100312801,UNK SUBJ UNLAWFULLY REMOVED SCHOOL AND TEACHERS PROPERTY WITHOUT PERMISSION,THEFT
90420872,RP LOCKED AND SECURED VEH DOORS TO ENTER STORE RP RETURNED AND OBSERVEDVEH VANDALISED SUSPS NOT SEEN,Grand Theft Auto 
120626270,UNK S USED UNK OBJ AND DAMAGED PASS SIDE DOOR LOCK DRIVERS SIDE AND    PASS SIDE MIRRORS AND ENTERED VEH AND DAMAGED IGNITION,Grand Theft Auto 
120709005,SUSP REMOVED US CURRENCY FROM CASH REGISTER,THEFT
142112630,NO FORCED ENTRY UNK SUSP RMVD V PROP FROM PILFERED ROOMS OF APT ON DIFFDATES,BURG
111710217,SUSP ENTD STORE AND GRABBED STORE PROP SUSP CONCEALED THE STORE PROP AND EXITED THE STORE WITHOUT PAYING,THEFT
131423887,R ZUNIGA STATED THAT UNK SUSPS UNLOCKED HIS REAR VEHICLE DOOR AND TOOK,BTFV
91308055,DEFT POINTED GUN AT V AND DEMANED V MONEY V IN FEAR FOR HIS LIFE GAVE  S HIS MONEY,Robbery
141900923,S ATTEMPTED TO STAB V1 WITH KNIFE OVER ARGUMENT WHEN V2 GOT IN MIDDLE TO PREVENT SUSP FROM STABBING V1    V2 SUSTAINED CUT TO RT WRIST,Aggravated Assault  
141211092,SUSP BECAME UPSET TASERED VIC IN STOMACH AND PUNCHED VIC SEVERAL TIMES VIC BLOCKED PUNCH CAUSING FINGER TO BREAK,Aggravated Assault  
121008276, UNK SUSPS ENTERED LOC REMOVED PROP AND VANDALISED WALLS  UNK SUSPS    FLED IN AN UNK DIR,BURG
102119261,UNK SUSP ENTERED VICTS UNLOCKED VEH AND REMOVED PROPERTY,BTFV
120509284, UNKS SUSP TOLED THRE CONTAINERS FROM BUISNESS AND FLED,Grand Theft Auto 
101005002,S APPROACHED DRIVE THRU WNDW ON FOOT AT LOC AND WAS DIRECTED BY EMPLOYEE TO PED WNDW ON SOUTHSIDE S GAVE WIT1 TWO DLLRS FOR ORDERED COFFEE DEMANDEDD,Robbery
90714166,WHIL EIN FOOT PURSUIT  DEFT ARMED HIMSELF WITH A METAL BAR  DEFT       ATTEMPTED TO USE THE METAL BAS AS A WEAPON TO ESCAPE ARREST,Aggravated Assault  
91717905, SUSP STOLE VICTIMS VEH AND WHEN VEHICLE WAS RECOVERED  VICTIM NOTICED THAT HIS PROPERTY WAS MISSING FROM HIS RECOVERED VEHICLE,Grand Theft Auto 
131407471,VICT PARKED HIS VEH VICT RETURNED AND DISCOVERED PROP WAS MISSING FROM HIS VEH,BTFV
130120800,SUSP AND VICT BECAME INV IN DISPUTE SUSP PRODUCED KNIFE AND STABBED VICT ON LEFT SIDE,Aggravated Assault  
112004855,UNK SUSP ENTERED VEH AND REMOVED PROPE  UNK SUSPS FLED IN UNK DIRECTION WITH VICTS PROP V GAVE KEYS TO HER VEH TO VAET OT PARK VEH  VEH WAS A RENTAL,BTFV
110120055,UNK S ENTERED APT VIA UNLOCKED WINDOW REMOVED V'S JEWELRY/US CURR AND FLED VIA POE.,BURG
131427949,UNK SUSP USED UNK OBJECT BROKE CAR WINDOW SUSP ENTERED AND REMOVED VIC PROP AND FLED,BTFV
130312004,SUSP ENTERED STORE AND REMOVED MERCHANDIE FROM SHELVES SUSP CONCEALED MERCHANDISE ON HIS PERSON AND FLED STORE WITHOUT PAYING,THEFT
130217372,VICT STATED SUSP STABBED HIM W FOLDING KNIFE CAUSING INJURY AND FLED TOUNK LOC,Aggravated Assault  
131222869,  S USED WOOD BORARD TO SHATTER FRONT DOOR S ENTERED LOC REMOVED PROP AND FLED,BURG
121408999,V DRIVES HIS AUNT REGISTERED HE PARKED AND SECURED VEH WHEN HE RETURNEDTHE VEH WAS GONE V LAPTOP AND IPOD WERE INSIDE NO S SEEN,Grand Theft Auto 
110614562,UNK S ENTERED V VEH BY UNK MEANS S TAMPERED WITH V VEH BREAKING THE    IGNITION AND STEERING COLUMN S FLED IN UNK DIR,Grand Theft Auto 
100511432,SUSP ENTERED STORE PLACED MERCHANDISE INSIDE PURSE AND EXITED WITHOUT PAYING,THEFT
101513654,SUSP ENTERS VICTS UNSECURED VEH AND ATT TO TAKE VEH,Grand Theft Auto 
92112099,SUSP CONCEALED VICTS PROP AND EXITED STORE WITHOUT PAYING SUSP PASSED OPEN MANNED REGISTERS WITHOUT STOPPING,THEFT
122109778,SUSPS REMOVED CHAIN AND LOCK BY UNK MEANS AND REMOVED VICTS BIKE,THEFT
91022872, SUSP PRIED OPEN THE FRONT DOOR AND GAINED ACCESS TO THE BUSINESS SUSP REMOVED THE VICTIMS PROPERTY AND EXITED POE AND FLED IN UNK DIRECTION,BURG
111305410,SUSPS BECAME INV IN A PHYSICAL ALTERCATION WITH VICT 1S SON VICT 1 ATT TO BREAK UP THE ALTERCATION SUSP 1 THREW A WOOD PALLET AT VICT 1 NARROWLY MSG,Aggravated Assault  
130319036,UNK S1 GAINED ENTRY THRU V1 UNSECURED REAR GATE UNK S1 REMOVED A LAPTOPAND TWO WALLETS FROM V1 BEDROOM WHILE THE V1 WERE SLEEPING INSIDE UNK S1 FLED,BURG
130911770, SUSP RENTS VEH FROM BUSINESS  SUSP FAILS TO RETURN VEH AT END OF CONTRACT  SUSP MAKES NO CONTACT W VICT OR PR,Grand Theft Auto 
91109255,VICT WAS BEAT AND KICK BY SUSPS,Aggravated Assault  
110522060,WHILE VICT ASLEEP IN MOTEL ROOM SUSP TOOKPROP  CDL CURRENCY,Grand Theft Auto 
131116263,DEFT ENTERED VS UNLOCKED VEH AND ATT TO STEAL VS VEH  DEFT FLED ON FOOT,Grand Theft Auto 
91417742,SUSP PSUED VIC TO GROUND REMOVED VIC PROPERTY AND FLED TO UNK LOC,Robbery
90916201, UNK SUSP SMASHED RT FRT WINDOW OF VICTS VEH  SUSP REMOVED VICTS PROP AND FLED IN UNK DIRECTION W VICTS PROP,BTFV
91721567,UNK SUSP TOOK VICT IPOD FROM GROUP HOME   NO WITS,THEFT
111900683,UNK SUSP ENTERED VEH USED A SCREW DRIVER IN ATTEMPT TO REMOVED STEREO WITH NEG RESULTS  VICT LEFT DRIVER SIDE UNLOCKED  SUSP FLED IN UNK DIR LEAVING S,BTFV
100516854,SUSP ENT VICT'S VEH W/POSS KEY JAMMED PEN IN KGNITION. SUSP EXITED VEH AND FLED LOCATION.,Grand Theft Auto 
110310330,UNK SUS ENTERED VIC RES REMOVED PROP THEN FLED IN UNK DIRECTION,BURG
91517394,SUSP APPRO AND STATED GET OFF THE CAR AS HE PULLED OUT A GUN FROM HIS  WAISTBAND,Grand Theft Auto 
110417470,UNK SUSP OPENED BATHROOM WINDOW AND ENTERED LOC SUSPS REMOVED VICTS PROPERTY AND FLED THE LOC THROUGH THE FRONT DOOR,BURG
101912539,UNK SUSP ENTERED VICTS RESIDENCE BY SMASHING FRONT WINDOW  SUSP TOOK VICTS PROP AND FLED TO UNK LOCATION,BURG
121516870,SUSP ENTERS LOC SELECTS STORE ITEMS AND EXITS LOC WITHOUT ATT TO PAY   FOR ITEMS,THEFT
91316239,S WALKED UP TO V AND TOLD V IN SPANISH GIVE ME YOUR MONEY S THEN PRODUCED AND HANDGUN AND DEMANDED V GOLD CHAIN V COMPLIED S THEN FLED THE LOC ON FOOT,Robbery
110919502,VICT WAS AT CAR WASH ATTEMPTING TO USE COIN MACHINE SUSP DISTRACTED VICT WHILE OTHER SUSP STRUCK VICTS HEAD WBOTTLE VICT WAS STRUCK SEVERAL MORE TIMES,Aggravated Assault  
90701216,UNK SUSP UNLOCKED PASSENGER SIDE DOOR AND ATTEMPTED TO START THE IGNITION UNK SUSP FLED IN UNK DIR,Grand Theft Auto 
131214733,S BECAME ENRAGED AND GRABBED A STEAK KNIFE AND APP V  V DISARMED S AND IN THE PROCESS WAS BIT BY THE S ON HIS ARM,Aggravated Assault  
121907671,UNK SUSP GAINED ACCESS TO VICTS HOME VIA A POSS UNLOCKED DOOR AND BROKETHE VICTS BEDROOM DOOR AND TOOK THE VICTS MONEY AND FLED IN UNK DIRECTION,BURG
121410965,SUSP THREW A WOODEN SCREEN DOOR AT VIC VEH DRIVER SIDE WINDOW SMASHING IT SUSP ENTERED VEH ATTEMPTING TO START THE VEH,Grand Theft Auto 
101807810,SUSP ENTERED LOC AND DEMANDED CASH. VICT EMPLOYEES FOUGHT OFF SUSP. SUSP FLED WITH VICTS PROPERTY. DEFT IS COLDEN AVE BOYZ,Robbery
131011483,MANAGER OF VICT DISCOVERED THAT PROP WAS MISSING FROM BUSINESS,THEFT
120321718, S VEH APPROACHED THE LIGHT AT 30TH AND FIGUEROA S PULLED V HAIR POINTED A GUN AT V THEN FLED TO UNK AREA,Aggravated Assault  
91508268,SUSPS DROVE UP TO VICTS HOUSE SUSPS GOT OUT OF THE CAR AND STARTED TO HIT THE VICTS WITH A SKATEBOARD AND A SMALL WOODEN BAT,Aggravated Assault  
111311773,UNK SUSPS ENTERED VICTS VEH VIA DRIVER SIDE DOOR SUSPS BROKE STEERING  COLUMN IN ATT TO TAKE VEH SUSPS FLED LOC WITHOUT VEH,Grand Theft Auto 
121519097,SUSP APPRO REAR DOOR AND ATT TO GAIN ENTRY SUSP WENT TO FRT DOOR AND   ATT TO GAIN ENTRY USING A CROWBAR SUSP DID NOT OPEN DOOR AND FLED. ART GALLERY,BURG
131614776,SUSP RMVD BICYCLES & SAW FROM BACKYARD ($320),THEFT
140708895,UNKN SUSPS SMASHED V VEH WNDW GAINED ENTRY REMVD PROP THEN FLED LOC,BTFV
130922060,UNK SUS ENT V1 VEH VIA UNLOCK DOOR   RMVD PORP AND FLED UNK DIR W V1   PROP,BTFV
102012668, UNK SUSPS STRUCK VICT MULTIPLE TIMES USING A RED SLAP STONE VICT WAS STRUCK ON THE HEAD AND FACE SUSPS THEN FLED TO UNK DIRECTION,Aggravated Assault  
111012262,S APPROACHED V AND ASKED HIM WHERE ARE YOU FROM VICT STATED NO WHERE S STRUCK V WITH METAL POLE AND STATED SOUTHSIDE SUSP FLED IN UNK DIRECTION,Aggravated Assault  
131318412, UNK S ENTRD BUSIN THROUGH ROOF REMOV PROP FLED W PROP,BURG
141109019,V LOCKD HIS BIKE AT TRAIN STATION N WHEN V RTND HIS BIKE WAS GONE,THEFT
101915730,SUSP VICT ARE TRANSIENTS  BOTH ARGUED AND WERE DRUNK  SUSP HIT VICT WITH A PIPE OVER HIS HEAD AND REMOVED MONEY FROM VICT POCKET  SUSP FLED TO UNK LOC,Robbery
100605222,UNK SUSP APPROACHED VICT WHILE VICT WAS SEATED ISNIDE VEH SUSP POINTED GUN AT VICT SUSP HIT VICT ONTHE HEAD WITH HANDLE OF GUN CAUSING INJURY SUSP FLE,Aggravated Assault  
101713710,UNK SUSP SMASHED VICTS VEH WINDOW AND TOOK PROPERTY,BTFV
100910538,UNK SUSPS ENTERED UNLOCKED OPENED BUSINESS DURING BUSINESS HOURS UNK   SUSPS TOOK CURRENCY AND LAPTOP FROM BUSINESS AND FLED,THEFT
130414610,SUBJ CUT VICT WITH GLASS  MIRROR,Aggravated Assault  
